"id","locode","locationname","locationtype","country","county","municipality","wkt","lon","lat"
2460560,NOSVG,"01N",Kai,NORGE,Rogaland,Randaberg,POINT(5.61956018297258 59.0226981340987),5.619560182972577,59.022698134098675
2460576,NOSVG,"01W",Kai,NORGE,Rogaland,Stavanger,POINT(5.73103479199881 58.9746113959702),5.731034791998809,58.974611395970186
2460782,,"02N",Kai,NORGE,Rogaland,Randaberg,POINT(5.61730045394484 59.0238876392722),5.617300453944836,59.023887639272175
2461736,NOSVG,"02W",Kai,NORGE,Rogaland,Stavanger,POINT(5.72975266491449 58.974339010795),5.729752664914486,58.974339010794964
2461737,NOSVG,"03W",Kai,NORGE,Rogaland,Stavanger,POINT(5.72921652893547 58.9738409031289),5.729216528935467,58.973840903128924
2460575,NOSVG,"04N",Kai,NORGE,Rogaland,Randaberg,POINT(5.61559268509143 59.0238447807311),5.61559268509143,59.0238447807311
2461738,NOSVG,"04W",Kai,NORGE,Rogaland,Stavanger,POINT(5.72914091903567 58.9733086628351),5.729140919035672,58.973308662835095
2460784,,"05W",Kai,NORGE,Rogaland,Stavanger,POINT(5.72948529383189 58.9724581751565),5.72948529383189,58.9724581751565
2461739,NOSVG,"06W",Kai,NORGE,Rogaland,Stavanger,POINT(5.73008626699448 58.9714546487567),5.730086266994476,58.97145464875674
2460785,,"15W",Kai,NORGE,Rogaland,Stavanger,POINT(5.72691052067944 58.9727556699105),5.726910520679439,58.97275566991052
2460786,,"16W",Kai,NORGE,Rogaland,Stavanger,POINT(5.72629206964825 58.9736292811423),5.726292069648252,58.97362928114225
2460787,,"17W",Kai,NORGE,Rogaland,Stavanger,POINT(5.72570510641071 58.9744617506294),5.7257051064107145,58.97446175062943
2460789,,"18W-N",Kai,NORGE,Rogaland,Stavanger,POINT(5.72349624197136 58.9759495046745),5.72349624197136,58.9759495046745
2460788,,"18W-S",Kai,NORGE,Rogaland,Stavanger,POINT(5.72495407626752 58.9751841690296),5.724954076267522,58.97518416902962
2460574,NOSVG,"19",Kai,NORGE,Rogaland,Sola,POINT(5.60423958073306 58.9246075037336),5.604239580733065,58.92460750373365
2460778,,"20",Kai,NORGE,Rogaland,Sola,POINT(5.60171753885106 58.9246512930379),5.601717538851062,58.92465129303793
2460551,NOSVG,"20E",Kai,NORGE,Rogaland,Stavanger,POINT(5.74258972941379 58.9724302299015),5.742589729413794,58.9724302299015
2460779,,"21",Kai,NORGE,Rogaland,Sola,POINT(5.60007031397936 58.924415116891),5.600070313979359,58.92441511689098
2460783,,"21E",Kai,NORGE,Rogaland,Stavanger,POINT(5.7435902972951 58.9729096330412),5.7435902972951,58.9729096330412
2460790,,"21W",Kai,NORGE,Rogaland,Stavanger,POINT(5.72119571175767 58.9778235518775),5.721195711757673,58.97782355187747
2460780,,"22",Kai,NORGE,Rogaland,Sola,POINT(5.59861875628803 58.9244867769931),5.598618756288033,58.92448677699315
2460541,NOSLA,"23",Kai,NORGE,Rogaland,Sola,POINT(5.59706667873388 58.924341234785),5.597066678733881,58.92434123478502
2460781,,"24",Kai,NORGE,Rogaland,Sola,POINT(5.59614570760459 58.9244036707614),5.596145707604592,58.92440367076136
2460579,NOSVG,"38",Kai,NORGE,Rogaland,Sola,POINT(5.58333055555556 58.921),5.5833305555555555,58.921
2455902,NODRM,ABB Terminal,Havneanlegg,NORGE,Viken,Drammen,POINT(10.2345 59.7405),10.2345,59.7405
2460146,NODRM,ABB Terminal,Kai,NORGE,Viken,Drammen,POINT(10.2345 59.7405),10.2345,59.7405
2328004,NOABE,Abelnes,Havn,NORGE,Agder,Flekkefjord,POINT(6.65708 58.23904),6.65708,58.23904
2455940,NOFFD,Abelnes Havneanlegg,Havneanlegg,NORGE,Agder,Flekkefjord,POINT(6.657 58.239),6.657,58.239
2460183,NOFFD,Abelnes Kai,Kai,NORGE,Agder,Flekkefjord,POINT(6.657 58.239),6.657,58.239
2460983,,Abelnes Ro-ro Kai,Kai,NORGE,Agder,Flekkefjord,POINT(6.65731603439326 58.2389101093784),6.65731603439326,58.2389101093784
2353223,NOABV,Abelvær,Havn,NORGE,Trøndelag,Nærøysund,POINT(11.17991 64.7316033333),11.17991,64.7316033333
2456219,NOOLN,AF Miljøbase Vats,Havneanlegg,NORGE,Rogaland,Vindafjord,POINT(5.74710528055827 59.4409404436747),5.74710528055827,59.4409404436747
2460460,NOOLN,AF Miljøbase Vats,Kai,NORGE,Rogaland,Vindafjord,POINT(5.747167 59.441),5.747167,59.441
2456368,NOTON,Agility Subsea Fabrication,Havneanlegg,NORGE,Vestfold og Telemark,Tønsberg,POINT(10.396 59.2675),10.396,59.2675
2460608,NOTON,Agility Subsea Fabrication,Kai,NORGE,Vestfold og Telemark,Tønsberg,POINT(10.396 59.2675),10.396,59.2675
2328129,NOAGO,Ågotnes,Havn,NORGE,Vestland,Øygarden,POINT(5.0166666666 60.41132),5.0166666666,60.41132
2452164,NOAGK,Ågskardet,Havn,NORGE,Nordland,Meløy,POINT(13.47634 66.7201),13.47634,66.7201
2328231,NOAHM,Åheim,Havn,NORGE,Møre og Romsdal,Vanylven,POINT(5.52081 62.044),5.52081,62.044
2456036,NOKAS,Aibel AS,Havneanlegg,NORGE,Rogaland,Haugesund,POINT(5.26319055557251 59.4074561436971),5.26319055557251,59.4074561436971
2460335,NOKSU,Aibel Melkvika,Kai,NORGE,Møre og Romsdal,Kristiansund,POINT(7.76 63.11583333333),7.76,63.11583333333
2456092,NOKSU,Aibel Melkvika havneanlegg,Havneanlegg,NORGE,Møre og Romsdal,Kristiansund,POINT(7.75830484390258 63.1155762051514),7.75830484390258,63.1155762051514
2447670,NOAAA,Å i Lofoten,Havn,NORGE,Nordland,Moskenes,POINT(12.98303 67.88169),12.98303,67.88169
2455911,NOEGD,Aker Solutions AS avd. Egersund,Havneanlegg,NORGE,Rogaland,Eigersund,POINT(5.98739808400472 58.4257731755575),5.98739808400472,58.4257731755575
2460155,NOEGD,Aker Solutions AS avd. Egersund,Kai,NORGE,Rogaland,Eigersund,POINT(5.987333 58.425833),5.987333,58.425833
2456188,NOMSS,"Aker Solutions, Moss",Havneanlegg,NORGE,Viken,Moss,POINT(10.6465 59.4388333333333),10.6465,59.4388333333333
2460429,NOMSS,"Aker Solutions, Moss",Kai,NORGE,Viken,Moss,POINT(10.6465 59.43883333333),10.6465,59.43883333333
2451608,NOZAC,Akkarfjord,Sted i sjøen,NORGE,Troms og Finnmark,Hammerfest,POINT(23.40778 70.78438),23.40778,70.78438
2328378,NOZAK,Akkarfjordnæringen Losbordingspkt.,Losbordingspunkt,NORGE,Troms og Finnmark,Hammerfest,POINT(23.536667 70.783333),23.536667,70.783333
2451515,NOZAR,Åkrafjorden,Sted i sjøen,NORGE,Vestland,Etne,POINT(6.32253 59.84733),6.32253,59.84733
2457773,NOHSO,Åkra Trål,Kai,NORGE,Rogaland,Karmøy,POINT(5.29790281703004 59.3402072468511),5.297902817030035,59.340207246851115
2328071,NOAKM,Åkrehamn,Havn,NORGE,Rogaland,Karmøy,POINT(5.18136 59.25997),5.18136,59.25997
2462502,NOMJF,Alcoa Bulk Quay,Kai,NORGE,Nordland,Vefsn,POINT(13.1861624113752 65.8515616966839),13.1861624113752,65.8515616966839
2455926,NOFAN,Alcoa Lista,Havneanlegg,NORGE,Agder,Farsund,POINT(6.79966666666667 58.0826666666667),6.79966666666667,58.0826666666667
2460169,NOFAN,Alcoa Lista,Kai,NORGE,Agder,Farsund,POINT(6.79966666667 58.08266666667),6.79966666667,58.08266666667
2462498,NOMJF,Alcoa Pitch Quay,Kai,NORGE,Nordland,Vefsn,POINT(13.1876751772596 65.8503414732647),13.1876751772596,65.8503414732647
2328017,NOALE,Ålefjær,Havn,NORGE,Agder,Kristiansand,POINT(8.02457 58.23209),8.02457,58.23209
2328232,NOAES,Ålesund,Havn,NORGE,Møre og Romsdal,Ålesund,POINT(6.14922 62.46932),6.14922,62.46932
2458063,NOGUL,Alexela Sløvåg AS,Havneanlegg,NORGE,Vestland,Gulen,POINT(5.0655 60.8438333333333),5.0655,60.8438333333333
2460681,NOGUL,Alexela Sløvåg AS,Kai,NORGE,Vestland,Gulen,POINT(5.0655 60.843833),5.0655,60.843833
2457973,NOLKA,Allmenning Gutvik,Kai,NORGE,Trøndelag,Leka,POINT(11.8374930389109 65.0861437410156),11.8374930389109,65.0861437410156
2460931,,Allmenningskai ,Kai,NORGE,Nordland,Vestvågøy,POINT(13.5378662869334 68.0712240928785),13.537866286933422,68.07122409287852
2456296,NOSKO,Allskog Tømmerterminal Håhjem,Havneanlegg,NORGE,Møre og Romsdal,Ålesund,POINT(6.690333 62.483833),6.690333,62.483833
2460536,NOSKO,Allskog Tømmerterminal Håhjem,Kai,NORGE,Møre og Romsdal,Ålesund,POINT(6.690333 62.483833),6.690333,62.483833
2328321,NOALF,Alta,Havn,NORGE,Troms og Finnmark,Alta,POINT(23.24067 69.96718),23.24067,69.96718
2455819,NOALF,Alta Felleskai,Havneanlegg,NORGE,Troms og Finnmark,Alta,POINT(23.2287551732804 69.962720657381),23.2287551732804,69.962720657381
2460063,NOALF,Alta Felleskai,Kai,NORGE,Troms og Finnmark,Alta,POINT(23.21883333333 69.96066666667),23.21883333333,69.96066666667
2455820,NOALF,Alta havneanlegg,Havneanlegg,NORGE,Troms og Finnmark,Alta,POINT(23.3344296824138 69.980235070487),23.3344296824138,69.980235070487
2460064,NOALF,Alta havneanlegg,Kai,NORGE,Troms og Finnmark,Alta,POINT(23.35116666667 69.98),23.35116666667,69.98
2455821,NOALF,Alta Skiferterminal,Havneanlegg,NORGE,Troms og Finnmark,Alta,POINT(23.2190272169325 69.9606655374008),23.2190272169325,69.9606655374008
2460065,NOALF,Alta Skiferterminal,Kai,NORGE,Troms og Finnmark,Alta,POINT(23.22866666667 69.96283333333),23.22866666667,69.96283333333
2447352,NOZAL,Altsula Ankring,Ankerplass,NORGE,Troms og Finnmark,Nordkapp,POINT(25.866667 70.966667),25.866667,70.966667
2328118,NOAAV,Ålvik,Havn,NORGE,Vestland,Kvam,POINT(6.42686 60.43064),6.42686,60.43064
2452223,NOALV,Alvika,Havn,NORGE,Møre og Romsdal,Ålesund,POINT(6.3898 62.48517),6.3898,62.48517
2456276,NOSPG,Alvim Havneterminal,Havneanlegg,NORGE,Viken,Sarpsborg,POINT(11.0798333333333 59.2681666666667),11.0798333333333,59.2681666666667
2460517,NOSPG,Alvim Havneterminal,Kai,NORGE,Viken,Sarpsborg,POINT(11.07983333333 59.26816666667),11.07983333333,59.26816666667
2461119,,Ammokaia (Ammo Quay),Kai,NORGE,Troms og Finnmark,Tromsø,POINT(19.0371857643913 69.543219089468),19.0371857643913,69.543219089468
2456930,NOZAF,Åmøyfjorden,Kai,NORGE,Rogaland,Stavanger,POINT(5.707452 59.024767),5.707452,59.024767
2328051,NOZAF,Åmøyfjorden,Sted i sjøen,NORGE,Rogaland,Stavanger,POINT(5.69308 59.02038),5.69308,59.02038
2461133,,Amtskaia kommunal,Kai,NORGE,Vestland,Bremanger,POINT(4.87934207801823 61.7665958590602),4.87934207801823,61.7665958590602
2328233,NOAND,Åndalsnes,Havn,NORGE,Møre og Romsdal,Rauma,POINT(7.67903 62.5676),7.67903,62.5676
2455826,NOAND,Åndalsnes Havn,Havneanlegg,NORGE,Møre og Romsdal,Rauma,POINT(7.69333333333333 62.5683333333333),7.69333333333333,62.5683333333333
2328248,NOADN,Andenes,Havn,NORGE,Nordland,Andøy,POINT(16.13383 69.32487),16.13383,69.32487
2455829,NOADN,Andenes Havneservice,Havneanlegg,NORGE,Nordland,Andøy,POINT(16.1375 69.3245),16.1375,69.3245
2460073,NOADN,Andenes Havneservice,Kai,NORGE,Nordland,Andøy,POINT(16.1375 69.3245),16.1375,69.3245
2455830,NOADN,Andenes Havneterminal,Havneanlegg,NORGE,Nordland,Andøy,POINT(16.13483333333 69.32583333333),16.13483333333,69.32583333333
2460074,NOADN,Andenes Havneterminal,Kai,NORGE,Nordland,Andøy,POINT(16.13483333333 69.32583333333),16.13483333333,69.32583333333
2328311,NOZAN,Andenes Losbordingsfelt,Losbordingspunkt,NORGE,Nordland,Andøy,POINT(16.225 69.325),16.225,69.325
2456080,NOKRS,Andøya Industripark,Havneanlegg,NORGE,Agder,Kristiansand,POINT(7.9705 58.1148333333333),7.9705,58.1148333333333
2447367,NOAFS,Anfinnsletta,Havn,NORGE,Nordland,Lødingen,POINT(15.43262 68.34172),15.43262,68.34172
2460084,NOAUK, Anleggskaia/Construction Jetty,Kai,NORGE,Møre og Romsdal,Aukra,POINT(6.952667 62.852167),6.952667,62.852167
2456823,,Ånnelandssundet,Sted i sjøen,NORGE,Vestland,Gulen,POINT(4.96561 60.88922),4.96561,60.88922
2462537,,Aquarius Lovund,Havneanlegg,NORGE,Nordland,Lurøy,POINT(12.3768714469043 66.3663235839043),12.3768714469043,66.3663235839043
2462613,NOLOV,Aquarius - Lovund,Kai,NORGE,Nordland,Lurøy,POINT(12.3770767956739 66.3660841857816),12.3770767956739,66.3660841857816
2456269,NOSSJ,Aqua Rock Quarry,Havneanlegg,NORGE,Nordland,Alstahaug,POINT(12.649333 66.0045),12.649333,66.0045
2460510,NOSSJ,Aqua Rock Quarry,Kai,NORGE,Nordland,Alstahaug,POINT(12.649333 66.0045),12.649333,66.0045
2451826,NOARH,Årdal - Hjelmeland,Havn,NORGE,Rogaland,Hjelmeland,POINT(6.1666666666 59.14639),6.1666666666,59.14639
2328119,NOARD,Årdalstangen,Havn,NORGE,Vestland,Årdal,POINT(7.7076 61.23452),7.7076,61.23452
2461790,NOZFP,Årebrotsfjorden ankring,Ankerplass,NORGE,Vestland,Kinn,POINT(5.017667 61.615383),5.017667,61.615383
2327986,NOARE,Arendal,Havn,NORGE,Agder,Arendal,POINT(8.77367 58.46008),8.77367,58.46008
2455833,NOARE,Arendal Cruiseterminal,Havneanlegg,NORGE,Agder,Arendal,POINT(8.77133333333333 58.4585),8.77133333333333,58.4585
2460077,NOARE,Arendal Cruiseterminal,Kai,NORGE,Agder,Arendal,POINT(8.77133333333 58.4585),8.77133333333,58.4585
2328075,NOARF,Arnafjord,Havn,NORGE,Vestland,Vik,POINT(6.38705 61.02315),6.38705,61.02315
2456942,NOTIN,Arnvikneset,Havn,NORGE,Møre og Romsdal,Tingvoll,POINT(7.97265 63.00963),7.97265,63.00963
2456093,NOKSU,Arnvikneset havneanlegg,Havneanlegg,NORGE,Møre og Romsdal,Tingvoll,POINT(7.9725 63.0096666666667),7.9725,63.0096666666667
2460336,NOKSU,Arnvikneset havneanlegg,Kai,NORGE,Møre og Romsdal,Tingvoll,POINT(7.9725 63.009667),7.9725,63.009667
2456882,NOARS,Årstein-Gratangen,Havn,NORGE,Troms og Finnmark,Gratangen,POINT(17.524395 68.68484),17.524395,68.68484
2457266,NOBOK,Arsvågen,Havn,NORGE,Rogaland,Bokn,POINT(5.45395 59.170933),5.45395,59.170933
2456156,NOMAK,AS Djupvasskaia,Havneanlegg,NORGE,Trøndelag,Malvik,POINT(10.7833627942728 63.4143219649586),10.7833627942728,63.4143219649586
2460397,NOMAK,AS Djupvasskaia Hommelvik,Kai,NORGE,Trøndelag,Malvik,POINT(10.7833620160818 63.4135716432566),10.78336201608181,63.413571643256645
2458152,NOTOS,Asfaltkaien Tromsø,Havneanlegg,NORGE,Troms og Finnmark,Tromsø,POINT(19.0214770415623 69.698992555216),19.0214770415623,69.698992555216
2457512,,Askvoll,Kai,NORGE,Vestland,Askvoll,POINT(5.064787 61.34616),5.064787,61.34616
2458060,NOBGO,AS Mekanikk Gravdal,Havneanlegg,NORGE,Vestland,Bergen,POINT(5.25445172 60.39326744),5.25445172,60.39326744
2460678,NOBGO,AS Mekanikk Gravdal,Kai,NORGE,Vestland,Bergen,POINT(5.254452 60.393267),5.254452,60.393267
2456128,NOLRI,AS Stordbase,Havneanlegg,NORGE,Vestland,Stord,POINT(5.4834711710612 59.7540283838908),5.4834711710612,59.7540283838908
2460370,NOLRI,AS Stordbase,Kai,NORGE,Vestland,Stord,POINT(5.4835 59.754),5.4835,59.754
2328298,NOZAV,Åsvær Indre Losbordingspunkt,Losbordingspunkt,NORGE,Nordland,Dønna,POINT(12.611667 66.255),12.611667,66.255
2353333,NOZOV,Åsvær Ytre Losbordingsfelt,Losbordingspunkt,NORGE,Nordland,Dønna,POINT(12.208333 66.283333),12.208333,66.283333
2447592,NOATL,Atløy,Havn,NORGE,Vestland,Askvoll,POINT(4.88843 61.35602),4.88843,61.35602
2455834,NOARE,AT Skog Eydehavn,Havneanlegg,NORGE,Agder,Arendal,POINT(8.888 58.5005),8.888,58.5005
2460078,NOARE,AT Skog Eydehavn,Kai,NORGE,Agder,Arendal,POINT(8.888 58.5005),8.888,58.5005
2455850,NOBAM,AT Terminal AS,Havneanlegg,NORGE,Vestfold og Telemark,Bamble,POINT(9.5685 59.1053333333333),9.5685,59.1053333333333
2460094,NOBAM,AT Terminal AS,Kai,NORGE,Vestfold og Telemark,Bamble,POINT(9.5685 59.105333),9.5685,59.105333
2460930,,Aukan gamle fergekai,Kai,NORGE,Møre og Romsdal,Aure,POINT(8.23154389858246 63.228684088992),8.231543898582458,63.228684088992
2328155,NOAUK,Aukra,Havn,NORGE,Møre og Romsdal,Aukra,POINT(6.90293 62.81708),6.90293,62.81708
2328156,NOAUE,Aure,Havn,NORGE,Møre og Romsdal,Aure,POINT(8.52402 63.268),8.52402,63.268
2341267,NOAUL,Aurland,Havn,NORGE,Vestland,Aurland,POINT(7.18639 60.90676),7.18639,60.90676
2462572,NOAUL,Aurland Ferjekai,Kai,NORGE,Vestland,Aurland,POINT(7.18817635120388 60.9117233098264),7.188176351203879,60.91172330982641
2462573,NOAUL,Aurland kjølekai,Kai,NORGE,Vestland,Aurland,POINT(7.18431933464046 60.9060348695531),7.184319334640463,60.90603486955309
2457299,NOVDA,Austefjord,Havn,NORGE,Møre og Romsdal,Volda,POINT(6.314167 62.063567),6.314167,62.063567
2447414,NOASV,Austevoll,Havn,NORGE,Vestland,Austevoll,POINT(5.16522 60.11456),5.16522,60.11456
2455857,NOBGO,Austevoll Laksepakkeri AS,Havneanlegg,NORGE,Vestland,Austevoll,POINT(5.22332520484924 60.0920401732127),5.22332520484924,60.0920401732127
2460101,NOBGO,Austevoll Laksepakkeri AS,Kai,NORGE,Vestland,Austevoll,POINT(5.223333 60.092),5.223333,60.092
2451914,NOAUS,Austvika,Havn,NORGE,Nordland,Leirfjord,POINT(13.23196 66.18905),13.23196,66.18905
2341270,NOAVA,Avaldsnes,Havn,NORGE,Rogaland,Karmøy,POINT(5.28086 59.35823),5.28086,59.35823
2328157,NOAVE,Averøy,Havn,NORGE,Møre og Romsdal,Averøy,POINT(7.67049 63.05696),7.67049,63.05696
2456094,NOKSU,Averøy Industripark,Havneanlegg,NORGE,Møre og Romsdal,Averøy,POINT(7.66666666666667 63.0755),7.66666666666667,63.0755
2460337,NOKSU,Averøy Industripark,Kai,NORGE,Møre og Romsdal,Averøy,POINT(7.666667 63.0755),7.666667,63.0755
2455982,NOHAL,Bakke Utskipningshavn,Havneanlegg,NORGE,Viken,Halden,POINT(11.4426666666667 59.0205),11.4426666666667,59.0205
2460225,NOHAL,Bakke Utskipningshavn,Kai,NORGE,Viken,Halden,POINT(11.44266666667 59.0205),11.44266666667,59.0205
2328077,NOBLS,Balestrand,Havn,NORGE,Vestland,Sogndal,POINT(6.53838 61.20983),6.53838,61.20983
2455844,NOBLS,Balestrand tenderkai,Havneanlegg,NORGE,Vestland,Sogndal,POINT(6.537 61.2106666666667),6.537,61.2106666666667
2460088,NOBLS,Balestrand tenderkai,Kai,NORGE,Vestland,Sogndal,POINT(6.537 61.21066666667),6.537,61.21066666667
2328249,NOBLL,Ballangen,Havn,NORGE,Nordland,Narvik,POINT(16.83724 68.3416),16.83724,68.3416
2328250,NOBSD,Ballstad,Havn,NORGE,Nordland,Vestvågøy,POINT(13.53881 68.06953),13.53881,68.06953
2447465,NOBAF,Balsfjord,Havn,NORGE,Troms og Finnmark,Balsfjord,POINT(19.358253 69.238088),19.358253,69.238088
2458023,,Balsnesodden,Losbordingspunkt,NORGE,Troms og Finnmark,Balsfjord,POINT(18.872108 69.575772),18.872108,69.575772
2353334,NOZBA,Balsnesodden,Sted i sjøen,NORGE,Troms og Finnmark,Tromsø,POINT(18.871667 69.575),18.871667,69.575
2328006,NOBAL,Båly,Havn,NORGE,Agder,Lindesnes,POINT(7.1519433333 58.03981),7.1519433333,58.03981
2456136,NOLDS,Båly havneterminal,Havneanlegg,NORGE,Agder,Lindesnes,POINT(7.15283333333333 58.0398333333333),7.15283333333333,58.0398333333333
2460378,NOLDS,Båly havneterminal,Kai,NORGE,Agder,Lindesnes,POINT(7.152833 58.039833),7.152833,58.039833
2451592,NOZBY,Barøya Losbordingspunkt,Losbordingspunkt,NORGE,Nordland,Narvik,POINT(16.0166666666 68.3666666666),16.0166666666,68.3666666666
2353227,NOVGN,Barstrand,Havn,NORGE,Nordland,Vågan,POINT(14.26802 68.28317),14.26802,68.28317
2456263,NOSAD,BASF,Havneanlegg,NORGE,Vestfold og Telemark,Sandefjord,POINT(10.2321666666667 59.1093333333333),10.2321666666667,59.1093333333333
2456142,NOMAY,Båtbygg AS,Havneanlegg,NORGE,Vestland,Kinn,POINT(5.14181 61.97054),5.14181,61.97054
2460384,NOMAY,Båtbygg AS,Kai,NORGE,Vestland,Kinn,POINT(5.14183333333 61.9705),5.14183333333,61.9705
2328327,NOBJF,Båtsfjord,Havn,NORGE,Troms og Finnmark,Båtsfjord,POINT(29.72793 70.63502),29.72793,70.63502
2455856,NOBJF,Båtsfjord havneanlegg,Havneanlegg,NORGE,Troms og Finnmark,Båtsfjord,POINT(29.7236128120422 70.6295417662591),29.7236128120422,70.6295417662591
2460100,NOBJF,Båtsfjord havneanlegg,Kai,NORGE,Troms og Finnmark,Båtsfjord,POINT(29.7405 70.639667),29.7405,70.639667
2447734,NOZBT,Båtsfjord Losbordingspunkt,Losbordingspunkt,NORGE,Troms og Finnmark,Båtsfjord,POINT(29.816667 70.658333),29.816667,70.658333
2457666,NOSVG,BB Kalhammeren,Kai,NORGE,Rogaland,Stavanger,POINT(5.71056666667 58.98365666667),5.71056666667,58.98365666667
2456311,NOSVG,Bekhuskaien,Havneanlegg,NORGE,Rogaland,Stavanger,POINT(5.74298127492269 58.9729535420736),5.74298127492269,58.9729535420736
2457098,NOASV,Bekkjarvik,Havn,NORGE,Vestland,Austevoll,POINT(5.20473 60.007697),5.20473,60.007697
2457133,NOASV,Bekkjarvik Fiskerihamn AS,Havneanlegg,NORGE,Vestland,Austevoll,POINT(5.207 60.0073333333333),5.207,60.0073333333333
2460669,NOASV,Bekkjarvik Fiskerihamn AS,Kai,NORGE,Vestland,Austevoll,POINT(5.207 60.007333),5.207,60.007333
2447731,NOZBE,Belgen,Sted i sjøen,NORGE,Viken,Fredrikstad,POINT(10.96818 59.13585),10.96818,59.13585
2452158,NOBEL,Bellvika,Havn,NORGE,Troms og Finnmark,Tromsø,POINT(18.76293 69.78673),18.76293,69.78673
2328078,NOBGO,Bergen,Havn,NORGE,Vestland,Bergen,POINT(5.32484 60.39465),5.32484,60.39465
2455858,NOBGO,Bergen Engines AS,Havneanlegg,NORGE,Vestland,Bergen,POINT(5.29741306304932 60.5263482411702),5.29741306304932,60.5263482411702
2460102,NOBGO,Bergen Engines AS,Kai,NORGE,Vestland,Bergen,POINT(5.297333 60.526333),5.297333,60.526333
2456302,NOSMN,Berg havn,Havneanlegg,NORGE,Nordland,Sømna,POINT(12.1932766658706 65.371955952308),12.1932766658706,65.371955952308
2460542,NOSMN,Berg havn,Kai,NORGE,Nordland,Sømna,POINT(12.211167 65.371833),12.211167,65.371833
2456287,NOSAA,Berg Industrikai,Havneanlegg,NORGE,Troms og Finnmark,Senja,POINT(17.328 69.441),17.328,69.441
2460527,NOSAA,Berg Industrikai,Kai,NORGE,Troms og Finnmark,Senja,POINT(17.328 69.441),17.328,69.441
2455792,NOAES,Berg Lipid Tech,Havneanlegg,NORGE,Møre og Romsdal,Sula,POINT(6.33292184623087 62.4298646998836),6.33292184623087,62.4298646998836
2460036,NOAES,Berg Lipid Tech,Kai,NORGE,Møre og Romsdal,Sula,POINT(6.332833 62.430167),6.332833,62.430167
2328369,NOBGN,Bergneset,Havn,NORGE,Troms og Finnmark,Karlsøy,POINT(19.29832 70.01709),19.29832,70.01709
2460092,NOBAF,Bergneset havneanlegg,Kai,NORGE,Troms og Finnmark,Balsfjord,POINT(19.354833 69.2375),19.354833,69.2375
2455847,,Bergneset kai,Havneanlegg,NORGE,Troms og Finnmark,Balsfjord,POINT(19.360838 69.238108),19.360838,69.238108
2460091,NOBAF,Bergneset kai,Kai,NORGE,Troms og Finnmark,Balsfjord,POINT(19.360833 69.238167),19.360833,69.238167
2451489,NOBFJ,Bergsfjord,Havn,NORGE,Troms og Finnmark,Loppa,POINT(21.78494 70.25184),21.78494,70.25184
2328322,NOBVG,Berlevåg,Havn,NORGE,Troms og Finnmark,Berlevåg,POINT(29.09684 70.8595),29.09684,70.8595
2455889,NOBVG,Berlevåg hurtigrutekai,Havneanlegg,NORGE,Troms og Finnmark,Berlevåg,POINT(29.114 70.8578333333333),29.114,70.8578333333333
2460133,NOBVG,Berlevåg hurtigrutekai,Kai,NORGE,Troms og Finnmark,Berlevåg,POINT(29.114 70.85783333333),29.114,70.85783333333
2462584,NOKRS,Berth 0 NOZKS (Anchor),Kai,NORGE,Agder,Kristiansand,POINT(7.98611111111111 58.1333333333333),7.98611111111111,58.1333333333333
2460903,,Berth 1,Kai,NORGE,Rogaland,Stavanger,POINT(5.66988633473716 58.9988968240403),5.66988633473716,58.9988968240403
2460326,NOKRS,Berth 109 (Kolsdalsodden),Kai,NORGE,Agder,Kristiansand,POINT(7.97728840632897 58.1400067250113),7.97728840632897,58.1400067250113
2460891,,Berth 10 NOKRS-0002,Kai,NORGE,Agder,Kristiansand,POINT(7.99133333333333 58.1388333333333),7.99133333333333,58.1388333333333
2460325,NOKRS,Berth 110 NOKRS-0006 (Glencore),Kai,NORGE,Agder,Kristiansand,POINT(7.975 58.13716666667),7.975,58.13716666667
2460849,,Berth 12,Kai,NORGE,Agder,Kristiansand,POINT(7.99569444444444 58.1395833333333),7.99569444444444,58.1395833333333
2460324,NOKRS,Berth 120 (Elkem Fiskaa),Kai,NORGE,Agder,Kristiansand,POINT(7.97283333332996 58.12583333333),7.97283333332996,58.12583333333
2460323,NOKRS,Berth 135 NOKRS-0005 (Andøya Industripark),Kai,NORGE,Agder,Kristiansand,POINT(7.97050000000002 58.11483333333),7.97050000000002,58.11483333333
2460331,NOKRS,Berth 13 NOKRS-0004 (Silokaien) ,Kai,NORGE,Agder,Kristiansand,POINT(7.99688198280342 58.1382508234259),7.99688198280342,58.1382508234259
2460333,NOKRS,Berth 150 NOKRS-0007 (Kroodden),Kai,NORGE,Agder,Kristiansand,POINT(7.97044227191759 58.1148147680032),7.97044227191759,58.1148147680032
2460332,NOKRS,Berth 16 NOKRS-0014,Kai,NORGE,Agder,Kristiansand,POINT(7.99866666667 58.13366666667),7.99866666667,58.13366666667
2461635,NOKRS,Berth 180,Kai,NORGE,Agder,Kristiansand,POINT(8.01294152614378 58.0778124267333),8.01294152614378,58.0778124267333
2464498,NOHLL,Berth 190 NOKRS-0011,Kai,NORGE,Agder,Kristiansand,POINT(7.79715192394258 58.0736943262909),7.79715192394258,58.0736943262909
2460330,NOKRS,Berth 1A NOKRS-0003,Kai,NORGE,Agder,Kristiansand,POINT(7.98602219708425 58.1435485129166),7.98602219708425,58.1435485129166
2460847,,Berth 1B NOKRS-0003,Kai,NORGE,Agder,Kristiansand,POINT(7.98627968915298 58.143588151123),7.98627968915298,58.143588151123
